# X(m) Y(m) Z(m)
5.869794487953186035e-01 1.670151650905609131e-01 -3.820905983448028564e-01
6.061994433403015137e-01 1.782559007406234741e-01 -3.211452364921569824e-01
6.061845421791076660e-01 1.941626071929931641e-01 -2.873263657093048096e-01
6.040514111518859863e-01 2.131888270378112793e-01 -2.529221177101135254e-01
5.995263457298278809e-01 2.324502915143966675e-01 -2.169229090213775635e-01
5.835936665534973145e-01 2.675737738609313965e-01 -1.588693559169769287e-01
5.629989504814147949e-01 2.873790562152862549e-01 -1.185856014490127563e-01
5.498503446578979492e-01 2.953660190105438232e-01 -8.902566134929656982e-02
5.369496345520019531e-01 3.003817796707153320e-01 -6.096718832850456238e-02
5.169480443000793457e-01 3.081384003162384033e-01 -1.802948117256164551e-02
5.069076418876647949e-01 3.100466430187225342e-01 4.352744203060865402e-03
4.930268228054046631e-01 2.977055609226226807e-01 6.237132474780082703e-02
4.927502572536468506e-01 2.930929362773895264e-01 7.183580100536346436e-02
4.928770661354064941e-01 2.884738743305206299e-01 7.963023334741592407e-02
4.945255517959594727e-01 2.786391675472259521e-01 8.608932048082351685e-02
4.950546920299530029e-01 2.700816094875335693e-01 9.168069064617156982e-02
4.964869022369384766e-01 2.622191309928894043e-01 9.872019290924072266e-02
4.976826310157775879e-01 2.582517266273498535e-01 1.018042638897895813e-01
4.978802800178527832e-01 2.581870853900909424e-01 1.020097136497497559e-01
4.971469044685363770e-01 2.559395432472229004e-01 1.036741584539413452e-01
4.983136057853698730e-01 2.564800679683685303e-01 1.007298603653907776e-01
5.340641736984252930e-01 2.707073986530303955e-01 6.722061336040496826e-02
5.550682544708251953e-01 2.784551084041595459e-01 4.982024803757667542e-02
5.827537775039672852e-01 2.912884652614593506e-01 2.968950942158699036e-02
6.125305891036987305e-01 3.060927391052246094e-01 3.763712244108319283e-03
6.425449252128601074e-01 3.275266289710998535e-01 -2.817111648619174957e-02
6.690074801445007324e-01 3.400967419147491455e-01 -6.457112729549407959e-02
6.990166902542114258e-01 3.516047000885009766e-01 -9.953492134809494019e-02
7.259176969528198242e-01 3.564073741436004639e-01 -1.355585306882858276e-01
7.539017200469970703e-01 3.651041686534881592e-01 -1.796085983514785767e-01
7.707988619804382324e-01 3.762817084789276123e-01 -2.179873883724212646e-01
8.062090277671813965e-01 3.953739702701568604e-01 -3.357155919075012207e-01
8.105990886688232422e-01 3.982478380203247070e-01 -3.607807457447052002e-01
8.158637285232543945e-01 3.989269733428955078e-01 -3.971719145774841309e-01
8.171549439430236816e-01 4.009306132793426514e-01 -4.133915007114410400e-01
8.205934166908264160e-01 4.011739492416381836e-01 -4.252436459064483643e-01
8.215832114219665527e-01 4.005894660949707031e-01 -4.419093728065490723e-01
8.234373927116394043e-01 3.997874259948730469e-01 -4.497424960136413574e-01
8.248980641365051270e-01 3.988323509693145752e-01 -4.540426433086395264e-01
8.252550363540649414e-01 3.975199460983276367e-01 -4.571074843406677246e-01
8.268582224845886230e-01 3.971798121929168701e-01 -4.586374461650848389e-01
8.271216750144958496e-01 3.969843089580535889e-01 -4.583022296428680420e-01
8.281967639923095703e-01 3.962417840957641602e-01 -4.583128690719604492e-01
8.285045027732849121e-01 3.946823179721832275e-01 -4.581328928470611572e-01
8.290067911148071289e-01 3.928447365760803223e-01 -4.571646153926849365e-01
8.307777047157287598e-01 3.876889050006866455e-01 -4.567289054393768311e-01
8.333448171615600586e-01 3.811982274055480957e-01 -4.564493298530578613e-01
8.333124518394470215e-01 3.773991763591766357e-01 -4.462573230266571045e-01
8.334437012672424316e-01 3.684634268283843994e-01 -4.168971180915832520e-01
8.359152674674987793e-01 3.597458600997924805e-01 -3.965587913990020752e-01
8.351778984069824219e-01 3.510341048240661621e-01 -3.485208153724670410e-01
7.384796738624572754e-01 3.927005231380462646e-01 -1.172021254897117615e-01
6.917979121208190918e-01 4.439345300197601318e-01 -7.264480739831924438e-02
6.257145404815673828e-01 4.803561270236968994e-01 -4.940095543861389160e-02
5.988089442253112793e-01 5.168128013610839844e-01 -5.456822365522384644e-02
5.857267379760742188e-01 5.455169677734375000e-01 -6.948380172252655029e-02
5.565215945243835449e-01 5.728903412818908691e-01 -6.399682164192199707e-02
5.403364300727844238e-01 5.909458398818969727e-01 -6.753245741128921509e-02
5.390310883522033691e-01 5.979937911033630371e-01 -8.058773726224899292e-02
5.249177217483520508e-01 6.157884001731872559e-01 -9.290923178195953369e-02
5.175501108169555664e-01 6.236314177513122559e-01 -9.772377461194992065e-02
5.235270857810974121e-01 6.233485937118530273e-01 -1.026855632662773132e-01
5.260418653488159180e-01 6.237156987190246582e-01 -1.066599264740943909e-01
5.306447744369506836e-01 6.239586472511291504e-01 -1.103087812662124634e-01
5.322595238685607910e-01 6.241343617439270020e-01 -1.118647307157516479e-01
5.324839353561401367e-01 6.247864365577697754e-01 -1.115511208772659302e-01
5.326036810874938965e-01 6.249576210975646973e-01 -1.110554635524749756e-01
5.338500738143920898e-01 6.250289082527160645e-01 -1.117581874132156372e-01
5.336009860038757324e-01 6.251131296157836914e-01 -1.108358874917030334e-01
5.335103273391723633e-01 6.251538991928100586e-01 -1.092770025134086609e-01
5.348936319351196289e-01 6.250274777412414551e-01 -1.119935289025306702e-01
5.424845218658447266e-01 6.259253025054931641e-01 -1.173040121793746948e-01
5.527805685997009277e-01 6.261411309242248535e-01 -1.344498097896575928e-01
5.592187643051147461e-01 6.265898942947387695e-01 -1.452392190694808960e-01
5.606786012649536133e-01 6.278764605522155762e-01 -1.457903832197189331e-01
5.635953545570373535e-01 6.293455958366394043e-01 -1.518581658601760864e-01
5.701066255569458008e-01 6.304848194122314453e-01 -1.668851822614669800e-01
5.738335251808166504e-01 6.318938732147216797e-01 -1.749637722969055176e-01
5.765098929405212402e-01 6.334443092346191406e-01 -1.829269379377365112e-01
5.771805047988891602e-01 6.348925828933715820e-01 -1.852243989706039429e-01
5.796566605567932129e-01 6.354317665100097656e-01 -1.881122440099716187e-01
5.787492394447326660e-01 6.353915333747863770e-01 -1.863313019275665283e-01
5.771244764328002930e-01 6.351292133331298828e-01 -1.847824156284332275e-01
5.774086713790893555e-01 6.345735192298889160e-01 -1.848749071359634399e-01
5.749417543411254883e-01 6.347430348396301270e-01 -1.809739619493484497e-01
5.749879479408264160e-01 6.348793506622314453e-01 -1.818037927150726318e-01
5.728889703750610352e-01 6.369808912277221680e-01 -1.814278215169906616e-01
5.729803442955017090e-01 6.426134705543518066e-01 -1.807866841554641724e-01
6.156585216522216797e-01 6.047071218490600586e-01 -1.895521432161331177e-01
6.549058556556701660e-01 5.716460347175598145e-01 -1.896881610155105591e-01
6.912639737129211426e-01 5.183222889900207520e-01 -1.902663558721542358e-01
7.831630706787109375e-01 3.343657851219177246e-01 -2.315800786018371582e-01
7.929555177688598633e-01 3.054270446300506592e-01 -2.485761493444442749e-01
8.018890023231506348e-01 2.851791083812713623e-01 -2.645025551319122314e-01
8.051864504814147949e-01 2.747596800327301025e-01 -2.715271115303039551e-01
8.077824711799621582e-01 2.679321765899658203e-01 -2.765045166015625000e-01
8.087516427040100098e-01 2.637030482292175293e-01 -2.812947928905487061e-01
8.129032254219055176e-01 2.589938938617706299e-01 -2.808197438716888428e-01
8.135209083557128906e-01 2.574703991413116455e-01 -2.808378338813781738e-01
8.138203620910644531e-01 2.560402154922485352e-01 -2.806763648986816406e-01
8.150715231895446777e-01 2.538210153579711914e-01 -2.806896865367889404e-01
8.165498375892639160e-01 2.515980899333953857e-01 -2.807259559631347656e-01
8.176266551017761230e-01 2.494313120841979980e-01 -2.803736031055450439e-01
8.193642497062683105e-01 2.446569055318832397e-01 -2.810280621051788330e-01
8.223279714584350586e-01 2.423084825277328491e-01 -2.806880176067352295e-01
8.246476054191589355e-01 2.417218685150146484e-01 -2.764656841754913330e-01
8.246021866798400879e-01 2.424084991216659546e-01 -2.761961817741394043e-01
8.262518048286437988e-01 2.465139478445053101e-01 -2.760656177997589111e-01
8.263168334960937500e-01 2.494290620088577271e-01 -2.728176712989807129e-01
8.262798786163330078e-01 2.496303170919418335e-01 -2.727077007293701172e-01
7.428470849990844727e-01 1.255042701959609985e-01 -3.361609578132629395e-01
7.449426054954528809e-01 9.192657470703125000e-02 -3.434077203273773193e-01
7.451555132865905762e-01 8.315818756818771362e-02 -3.436562418937683105e-01
7.452997565269470215e-01 7.349146902561187744e-02 -3.441047370433807373e-01
7.452403903007507324e-01 6.501772254705429077e-02 -3.444603383541107178e-01
7.458621263504028320e-01 6.247804313898086548e-02 -3.445917069911956787e-01
7.459381222724914551e-01 5.970128998160362244e-02 -3.453894853591918945e-01
7.465733885765075684e-01 5.732178315520286560e-02 -3.459235429763793945e-01
7.470961809158325195e-01 5.652262270450592041e-02 -3.453127741813659668e-01
7.472614645957946777e-01 5.443876236677169800e-02 -3.453986048698425293e-01
7.473412156105041504e-01 5.030178651213645935e-02 -3.456152081489562988e-01
7.473738789558410645e-01 3.897505998611450195e-02 -3.469685614109039307e-01
7.474093437194824219e-01 3.775607794523239136e-02 -3.474049866199493408e-01
7.482534646987915039e-01 3.799433261156082153e-02 -3.483147025108337402e-01
7.483651041984558105e-01 3.849347680807113647e-02 -3.489282131195068359e-01
7.483729720115661621e-01 3.857770934700965881e-02 -3.496730923652648926e-01
7.485185861587524414e-01 3.831388428807258606e-02 -3.499005734920501709e-01
7.485128045082092285e-01 3.724044933915138245e-02 -3.500419557094573975e-01
7.485276460647583008e-01 3.661774098873138428e-02 -3.502123057842254639e-01
7.486801147460937500e-01 3.626488149166107178e-02 -3.503217697143554688e-01
7.487222552299499512e-01 3.577664494514465332e-02 -3.513667285442352295e-01
7.489525079727172852e-01 3.685847297310829163e-02 -3.539093732833862305e-01
7.490195631980895996e-01 3.880847990512847900e-02 -3.563519418239593506e-01
7.490891218185424805e-01 4.107493907213211060e-02 -3.593728840351104736e-01
7.491627931594848633e-01 4.177818447351455688e-02 -3.625454604625701904e-01
7.492045164108276367e-01 4.189265146851539612e-02 -3.626941442489624023e-01
7.492067217826843262e-01 4.184874147176742554e-02 -3.624806106090545654e-01
7.486729621887207031e-01 4.138730838894844055e-02 -3.622826933860778809e-01
7.488019466400146484e-01 4.066655412316322327e-02 -3.623472154140472412e-01
7.497243285179138184e-01 4.044120386242866516e-02 -3.623460531234741211e-01
7.510060071945190430e-01 3.959438949823379517e-02 -3.603678941726684570e-01
7.507614493370056152e-01 3.965742141008377075e-02 -3.583779931068420410e-01
7.508413791656494141e-01 3.985773772001266479e-02 -3.578074276447296143e-01
7.510797977447509766e-01 4.161819815635681152e-02 -3.578059077262878418e-01
7.513751387596130371e-01 4.786795005202293396e-02 -3.581565618515014648e-01
7.514628171920776367e-01 5.258612334728240967e-02 -3.586843013763427734e-01
7.514647841453552246e-01 5.433113873004913330e-02 -3.599437177181243896e-01
7.513651847839355469e-01 5.496363714337348938e-02 -3.604127168655395508e-01
7.514001727104187012e-01 5.572725459933280945e-02 -3.606911599636077881e-01
7.514638304710388184e-01 5.774379894137382507e-02 -3.608606159687042236e-01
7.519891858100891113e-01 5.984273552894592285e-02 -3.614857494831085205e-01
7.534240484237670898e-01 6.273239105939865112e-02 -3.655262887477874756e-01
7.537628412246704102e-01 6.471293419599533081e-02 -3.677987754344940186e-01
7.542689442634582520e-01 6.498318910598754883e-02 -3.698029518127441406e-01
7.544604539871215820e-01 6.548532843589782715e-02 -3.709423542022705078e-01
7.547264695167541504e-01 6.569979339838027954e-02 -3.731470704078674316e-01
7.548549175262451172e-01 6.575968116521835327e-02 -3.749697804450988770e-01
7.554851174354553223e-01 6.558735668659210205e-02 -3.764668107032775879e-01
7.560992240905761719e-01 6.492908298969268799e-02 -3.777766227722167969e-01
7.563990950584411621e-01 6.425995379686355591e-02 -3.779690563678741455e-01
7.565278410911560059e-01 6.361296027898788452e-02 -3.782435059547424316e-01
7.565987110137939453e-01 6.303665786981582642e-02 -3.776236474514007568e-01
7.564917802810668945e-01 6.283588707447052002e-02 -3.766155838966369629e-01
7.560748457908630371e-01 6.333435326814651489e-02 -3.755295872688293457e-01
7.557900547981262207e-01 6.354337930679321289e-02 -3.743329048156738281e-01
7.554081678390502930e-01 6.326940655708312988e-02 -3.716473579406738281e-01
7.551273703575134277e-01 6.229757890105247498e-02 -3.700601756572723389e-01
7.543310523033142090e-01 6.139710545539855957e-02 -3.697963356971740723e-01
7.540546059608459473e-01 6.094058603048324585e-02 -3.695701360702514648e-01
7.541768550872802734e-01 6.026639789342880249e-02 -3.667063117027282715e-01
7.533377408981323242e-01 6.004637852311134338e-02 -3.625607192516326904e-01
7.506490945816040039e-01 5.899389833211898804e-02 -3.582405149936676025e-01
7.504436969757080078e-01 5.785791948437690735e-02 -3.553593754768371582e-01
7.488788366317749023e-01 5.688739940524101257e-02 -3.535069227218627930e-01
7.480219602584838867e-01 5.649105086922645569e-02 -3.515961170196533203e-01
7.475997805595397949e-01 5.626836791634559631e-02 -3.495217561721801758e-01
7.471642494201660156e-01 5.624626576900482178e-02 -3.486895263195037842e-01
7.466754913330078125e-01 5.620471388101577759e-02 -3.482471704483032227e-01
7.464826107025146484e-01 5.602440237998962402e-02 -3.480419814586639404e-01
7.462063431739807129e-01 5.493920668959617615e-02 -3.490557968616485596e-01
7.457913160324096680e-01 5.057984590530395508e-02 -3.522240221500396729e-01
7.399373054504394531e-01 4.542426392436027527e-02 -3.417985737323760986e-01
7.388484477996826172e-01 4.372490942478179932e-02 -3.385637402534484863e-01
7.356659173965454102e-01 4.169111698865890503e-02 -3.385232090950012207e-01
7.355326414108276367e-01 4.159479960799217224e-02 -3.386354446411132812e-01
7.354945540428161621e-01 4.300503060221672058e-02 -3.390634357929229736e-01
7.345498800277709961e-01 4.308684170246124268e-02 -3.403994739055633545e-01
7.344732284545898438e-01 4.439332336187362671e-02 -3.409121930599212646e-01
7.343033552169799805e-01 4.520788788795471191e-02 -3.418548107147216797e-01
7.340908050537109375e-01 4.578851163387298584e-02 -3.420887589454650879e-01
7.336617708206176758e-01 4.631898179650306702e-02 -3.424970209598541260e-01
7.326015233993530273e-01 4.694746434688568115e-02 -3.434868454933166504e-01
7.312904596328735352e-01 4.726945981383323669e-02 -3.436388969421386719e-01
7.288847565650939941e-01 4.914039000868797302e-02 -3.441503942012786865e-01
7.255250811576843262e-01 5.144760385155677795e-02 -3.449831604957580566e-01
7.206787467002868652e-01 5.487854406237602234e-02 -3.465442359447479248e-01
7.142661809921264648e-01 5.910412594676017761e-02 -3.512871861457824707e-01
7.031204700469970703e-01 5.888062343001365662e-02 -3.606759011745452881e-01
6.951765418052673340e-01 6.473244726657867432e-02 -3.724054098129272461e-01
6.879929304122924805e-01 8.297251164913177490e-02 -3.989873230457305908e-01
6.960514783859252930e-01 1.149496808648109436e-01 -4.330794513225555420e-01
6.900219917297363281e-01 1.391319632530212402e-01 -5.001396536827087402e-01
6.822983622550964355e-01 1.426984667778015137e-01 -5.104588270187377930e-01
6.747654676437377930e-01 1.514263600111007690e-01 -5.224447250366210938e-01
6.650264263153076172e-01 1.518794298171997070e-01 -5.197049379348754883e-01
6.561173796653747559e-01 1.589462608098983765e-01 -5.269524455070495605e-01
6.482725739479064941e-01 1.582923233509063721e-01 -5.266740918159484863e-01
6.379747986793518066e-01 1.579766273498535156e-01 -5.270076990127563477e-01
6.281302571296691895e-01 1.584159284830093384e-01 -5.297150015830993652e-01
6.215339303016662598e-01 1.579605638980865479e-01 -5.410368442535400391e-01
6.213697791099548340e-01 1.451183259487152100e-01 -5.375434160232543945e-01
6.215264201164245605e-01 1.346285343170166016e-01 -5.452705025672912598e-01
6.211959123611450195e-01 1.325762420892715454e-01 -5.452008843421936035e-01
6.194868087768554688e-01 1.324639767408370972e-01 -5.481464862823486328e-01
6.173218488693237305e-01 1.336561143398284912e-01 -5.529337525367736816e-01
6.132789254188537598e-01 1.336824297904968262e-01 -5.510135889053344727e-01
6.106610298156738281e-01 1.348294168710708618e-01 -5.509045124053955078e-01
6.064628958702087402e-01 1.364446878433227539e-01 -5.500683188438415527e-01
6.028900146484375000e-01 1.390335112810134888e-01 -5.491058826446533203e-01
5.985313653945922852e-01 1.391659975051879883e-01 -5.447020530700683594e-01
5.960773229598999023e-01 1.390412151813507080e-01 -5.423719882965087891e-01
5.929532051086425781e-01 1.246300041675567627e-01 -5.129318833351135254e-01
5.927100777626037598e-01 1.240234673023223877e-01 -5.080975890159606934e-01
5.925641655921936035e-01 1.206247508525848389e-01 -5.035011172294616699e-01
5.923798680305480957e-01 1.200710311532020569e-01 -5.056051611900329590e-01
5.892917513847351074e-01 1.114013716578483582e-01 -5.064635872840881348e-01
5.832601785659790039e-01 1.011903211474418640e-01 -5.172824859619140625e-01
5.738232135772705078e-01 9.189957380294799805e-02 -5.241564512252807617e-01
5.552960038185119629e-01 8.890971541404724121e-02 -5.314358472824096680e-01
5.421732664108276367e-01 8.591596037149429321e-02 -5.315397977828979492e-01
5.243653059005737305e-01 8.162090927362442017e-02 -5.303182005882263184e-01
4.974331557750701904e-01 8.133296668529510498e-02 -5.281370282173156738e-01
4.851540327072143555e-01 7.726625353097915649e-02 -5.279561281204223633e-01
4.785920679569244385e-01 7.373568415641784668e-02 -5.282414555549621582e-01
4.693873226642608643e-01 7.195277512073516846e-02 -5.332165360450744629e-01
4.678353071212768555e-01 6.829504668712615967e-02 -5.352052450180053711e-01
4.619227051734924316e-01 6.244017556309700012e-02 -5.334846973419189453e-01
4.612848460674285889e-01 6.236860156059265137e-02 -5.339103937149047852e-01
4.541559517383575439e-01 5.690289661288261414e-02 -5.332008004188537598e-01
4.486736059188842773e-01 5.221204087138175964e-02 -5.314099192619323730e-01
4.450023770332336426e-01 5.060758814215660095e-02 -5.292210578918457031e-01
4.373570978641510010e-01 4.678381979465484619e-02 -5.118501186370849609e-01
4.438002109527587891e-01 4.792684316635131836e-02 -5.140737295150756836e-01
4.420359432697296143e-01 3.881355747580528259e-02 -5.122771263122558594e-01
4.399619698524475098e-01 4.191122204065322876e-02 -5.124299526214599609e-01
4.398096799850463867e-01 4.503528773784637451e-02 -5.118314623832702637e-01
4.391601383686065674e-01 4.510464519262313843e-02 -5.101671814918518066e-01
4.399008154869079590e-01 4.590806365013122559e-02 -5.124222636222839355e-01
4.343475997447967529e-01 4.357833787798881531e-02 -5.124870538711547852e-01
4.295448660850524902e-01 3.734651207923889160e-02 -5.140138864517211914e-01
4.255396723747253418e-01 3.434391319751739502e-02 -5.141755342483520508e-01
4.078858494758605957e-01 8.171675726771354675e-03 -5.145128369331359863e-01
4.079026281833648682e-01 7.977899163961410522e-03 -5.173686146736145020e-01
4.097491800785064697e-01 4.763317294418811798e-03 -5.138903856277465820e-01
4.149322211742401123e-01 2.791879465803503990e-03 -5.176500678062438965e-01
4.167955219745635986e-01 -1.694189151749014854e-03 -5.227674245834350586e-01
4.189931750297546387e-01 -1.152343861758708954e-02 -5.278435349464416504e-01
4.236974120140075684e-01 -1.152278576046228409e-02 -5.298438668251037598e-01
4.263580739498138428e-01 -1.148322876542806625e-02 -5.322355031967163086e-01
4.265535175800323486e-01 -1.426069997251033783e-02 -5.325213670730590820e-01
4.270708560943603516e-01 -1.938996091485023499e-02 -5.325558185577392578e-01
4.242683649063110352e-01 -2.007166109979152679e-02 -5.365797281265258789e-01
4.232582449913024902e-01 -2.028277888894081116e-02 -5.379886031150817871e-01
4.225898683071136475e-01 -2.055587805807590485e-02 -5.390812158584594727e-01
4.211360216140747070e-01 -2.061475068330764771e-02 -5.409521460533142090e-01
4.196841716766357422e-01 -2.211199887096881866e-02 -5.417786240577697754e-01
4.194801151752471924e-01 -2.255620807409286499e-02 -5.423332452774047852e-01
4.192467927932739258e-01 -2.262271195650100708e-02 -5.425240993499755859e-01
4.187529683113098145e-01 -2.080353721976280212e-02 -5.441210865974426270e-01
4.174411594867706299e-01 -2.069183997809886932e-02 -5.454300045967102051e-01
4.169105291366577148e-01 -2.075115591287612915e-02 -5.456650257110595703e-01
4.167110323905944824e-01 -2.202921919524669647e-02 -5.459058284759521484e-01
4.166189432144165039e-01 -2.314426749944686890e-02 -5.462141633033752441e-01
4.167001247406005859e-01 -2.319364622235298157e-02 -5.471575856208801270e-01
4.168782830238342285e-01 -2.321382984519004822e-02 -5.473422408103942871e-01
4.172200858592987061e-01 -2.290766499936580658e-02 -5.479936003684997559e-01
4.173962473869323730e-01 -2.286638692021369934e-02 -5.481322407722473145e-01
4.178806841373443604e-01 -2.346796356141567230e-02 -5.481894612312316895e-01
4.173197448253631592e-01 -2.381129935383796692e-02 -5.483099222183227539e-01
4.181866347789764404e-01 -2.374857850372791290e-02 -5.481461882591247559e-01
4.192596971988677979e-01 -2.217710204422473907e-02 -5.495888590812683105e-01
4.200562834739685059e-01 -2.182677946984767914e-02 -5.496487617492675781e-01
4.202345609664916992e-01 -2.150206454098224640e-02 -5.505723357200622559e-01
4.210041463375091553e-01 -1.985124312341213226e-02 -5.513184666633605957e-01
4.219887852668762207e-01 -2.012336440384387970e-02 -5.506173968315124512e-01
4.221414625644683838e-01 -2.012009359896183014e-02 -5.498757958412170410e-01
4.226991236209869385e-01 -2.009433507919311523e-02 -5.494405031204223633e-01
4.228553771972656250e-01 -1.933065243065357208e-02 -5.489425659179687500e-01
4.229989051818847656e-01 -1.904609426856040955e-02 -5.489100217819213867e-01
4.230310618877410889e-01 -1.904370263218879700e-02 -5.491281151771545410e-01
4.231851100921630859e-01 -1.905514113605022430e-02 -5.483767986297607422e-01
4.248631000518798828e-01 -1.955862343311309814e-02 -5.480997562408447266e-01
4.265987277030944824e-01 -1.960458606481552124e-02 -5.480310320854187012e-01
4.281854927539825439e-01 -1.974675618112087250e-02 -5.472028851509094238e-01
4.297703802585601807e-01 -2.129748091101646423e-02 -5.462098121643066406e-01
4.310143291950225830e-01 -2.408799529075622559e-02 -5.455259084701538086e-01
4.318598508834838867e-01 -2.531336992979049683e-02 -5.453150868415832520e-01
4.321156740188598633e-01 -2.556142210960388184e-02 -5.457440614700317383e-01
4.318977296352386475e-01 -2.529089711606502533e-02 -5.468286871910095215e-01
4.316343963146209717e-01 -2.424677461385726929e-02 -5.469477772712707520e-01
4.303822815418243408e-01 -2.285110764205455780e-02 -5.467926859855651855e-01
4.287475049495697021e-01 -2.268060483038425446e-02 -5.464077591896057129e-01
4.274908304214477539e-01 -2.343046851456165314e-02 -5.458059310913085938e-01
4.272825121879577637e-01 -2.351285330951213837e-02 -5.450314879417419434e-01
4.280924797058105469e-01 -2.376162260770797729e-02 -5.443199872970581055e-01
4.292046129703521729e-01 -2.384938485920429230e-02 -5.436546206474304199e-01
4.327369630336761475e-01 -2.394270151853561401e-02 -5.408412218093872070e-01
4.312715828418731689e-01 -2.341593988239765167e-02 -5.379480123519897461e-01
4.308386743068695068e-01 -2.253284119069576263e-02 -5.349048972129821777e-01
4.312049150466918945e-01 -2.207189053297042847e-02 -5.336427092552185059e-01
4.321369826793670654e-01 -2.142536453902721405e-02 -5.296521186828613281e-01
4.391055405139923096e-01 -2.173881605267524719e-02 -5.274613499641418457e-01
4.374441504478454590e-01 -2.156437933444976807e-02 -5.271935462951660156e-01
4.374207854270935059e-01 -2.154062688350677490e-02 -5.265468955039978027e-01
4.344971776008605957e-01 -2.152986451983451843e-02 -5.260430574417114258e-01
4.336838424205780029e-01 -2.312581054866313934e-02 -5.258604884147644043e-01
4.335373640060424805e-01 -2.358940243721008301e-02 -5.262246131896972656e-01
4.223597943782806396e-01 -2.056086249649524689e-02 -5.280635952949523926e-01
4.121026396751403809e-01 -2.052739076316356659e-02 -5.281883478164672852e-01
4.056437015533447266e-01 -2.038061432540416718e-02 -5.277339816093444824e-01
4.049867391586303711e-01 -2.029283344745635986e-02 -5.272393226623535156e-01
4.047857522964477539e-01 -2.024076506495475769e-02 -5.271634459495544434e-01
4.047724306583404541e-01 -2.020428702235221863e-02 -5.268330574035644531e-01
4.053737223148345947e-01 -2.083737030625343323e-02 -5.267735123634338379e-01
4.054180085659027100e-01 -2.090489491820335388e-02 -5.265390276908874512e-01
4.055211842060089111e-01 -2.154530771076679230e-02 -5.265350341796875000e-01
4.058881103992462158e-01 -2.196671254932880402e-02 -5.265978574752807617e-01
4.060102701187133789e-01 -2.211756259202957153e-02 -5.278973579406738281e-01
4.063550233840942383e-01 -2.099632658064365387e-02 -5.280254483222961426e-01
4.062888026237487793e-01 -1.898479834198951721e-02 -5.282438397407531738e-01
4.062931537628173828e-01 -1.630497910082340240e-02 -5.282256603240966797e-01
4.060555398464202881e-01 -1.271703280508518219e-02 -5.256568193435668945e-01
4.058881998062133789e-01 -1.003677770495414734e-02 -5.227975249290466309e-01
4.060478508472442627e-01 -7.488309871405363083e-03 -5.168133378028869629e-01
4.066592752933502197e-01 -7.102936971932649612e-03 -5.120236277580261230e-01
4.069918096065521240e-01 -6.823115516453981400e-03 -5.083904862403869629e-01
4.079344570636749268e-01 -6.365144159644842148e-03 -5.067847371101379395e-01
4.085929691791534424e-01 -5.642376840114593506e-03 -5.047577023506164551e-01
4.088004231452941895e-01 -5.462129134684801102e-03 -5.021753311157226562e-01
4.087439477443695068e-01 -6.402560509741306305e-03 -5.002975463867187500e-01
4.090881943702697754e-01 -1.124203018844127655e-02 -4.967509210109710693e-01
4.118164181709289551e-01 -1.343082729727029800e-02 -4.948775172233581543e-01
4.130584895610809326e-01 -1.422474626451730728e-02 -4.946048855781555176e-01
4.142475426197052002e-01 -1.446241233497858047e-02 -4.935682713985443115e-01
4.153689742088317871e-01 -1.598853245377540588e-02 -4.906097650527954102e-01
4.160778522491455078e-01 -1.689026877284049988e-02 -4.903917312622070312e-01
4.164076149463653564e-01 -1.795523986220359802e-02 -4.902039170265197754e-01
4.165971577167510986e-01 -1.822912320494651794e-02 -4.908424019813537598e-01
4.170205295085906982e-01 -1.859572902321815491e-02 -4.912445843219757080e-01
4.171262681484222412e-01 -1.873059384524822235e-02 -4.916906654834747314e-01
4.171618521213531494e-01 -1.841971836984157562e-02 -4.918309152126312256e-01
4.174326062202453613e-01 -1.850204169750213623e-02 -4.908314943313598633e-01
4.175061881542205811e-01 -1.848032884299755096e-02 -4.898153245449066162e-01
4.176147878170013428e-01 -1.853238604962825775e-02 -4.894689023494720459e-01
4.179239571094512939e-01 -1.854995265603065491e-02 -4.893842339515686035e-01
4.180192351341247559e-01 -1.856323890388011932e-02 -4.890428185462951660e-01
4.180943071842193604e-01 -1.851614192128181458e-02 -4.889436662197113037e-01
4.181271791458129883e-01 -1.846590451896190643e-02 -4.888665974140167236e-01
4.181372523307800293e-01 -1.844059117138385773e-02 -4.888048171997070312e-01
4.182875454425811768e-01 -1.845135912299156189e-02 -4.887623190879821777e-01
4.180807769298553467e-01 -1.839318312704563141e-02 -4.887916147708892822e-01
4.178839027881622314e-01 -1.830661855638027191e-02 -4.891223013401031494e-01
4.177837669849395752e-01 -1.751097291707992554e-02 -4.901019036769866943e-01
4.174420535564422607e-01 -1.614200323820114136e-02 -4.902457892894744873e-01
4.170563817024230957e-01 -1.498606149107217789e-02 -4.903339743614196777e-01
4.164489507675170898e-01 -1.485214754939079285e-02 -4.903863966464996338e-01
4.154016971588134766e-01 -1.580180972814559937e-02 -4.904105365276336670e-01
4.166366457939147949e-01 -1.923147961497306824e-02 -4.904417097568511963e-01
4.212670028209686279e-01 -1.989664137363433838e-02 -4.897134006023406982e-01
4.282608032226562500e-01 -1.962496340274810791e-02 -4.888964593410491943e-01
4.321112036705017090e-01 -1.134470663964748383e-02 -4.876742660999298096e-01
4.287837743759155273e-01 -8.405379019677639008e-03 -4.836347699165344238e-01
4.273626804351806641e-01 -8.065558969974517822e-03 -4.834727942943572998e-01
4.289355874061584473e-01 -5.278429598547518253e-04 -4.833628833293914795e-01
4.425465166568756104e-01 1.038132887333631516e-02 -4.862642586231231689e-01
